id;licencearea;gridsupplypoint;fromsubstation_sitefunctionallocation;fromsubstation;fromnode;tonode;tosubstation;linename;operating_voltage;positive_sequence_impedance_r_percent;positive_sequence_impedance_x_percent;susceptance_b_percent;rating_amps_summer;rating_amps_winter;circuit_length
1392;South Eastern Power Networks (SPN);Kemsley;SPN-S000000008427;Leysdown 33kV;LEYS31;ORZO31;Old Rides Farm Solar Zone 33kV;G7RR;33;7.16;9.8;0.02;391;435;2.829
1434;South Eastern Power Networks (SPN);Kemsley;;SPN 0023;SHEE1A;SHST11;SPN 0023;X640;132;0.18;0.35;0.63;610;690;1.816
1441;South Eastern Power Networks (SPN);Kemsley;;SPN 0103;CWSS1A;KEMS11;Kemsley 132kV;CXX904A;132;0.48;1.06;0.23;610;690;0.587
1463;South Eastern Power Networks (SPN);Kingsnorth;;Kingsnorth Grid 132kV;KINO11;KINO1A;Kingsnorth Grid 132/11kV;X146;132;0.02;0.02;0.37;310;345;0.232
1483;South Eastern Power Networks (SPN);Laleham;;Ham 33kV;HAMM31;TWIC31;Twickenham Grid 33kV;G6J2;33;2.19;4.82;0.62;737;819;5.192
1500;South Eastern Power Networks (SPN);Laleham;SPN-S000000008352;Twickenham 33kV;TWCH33;TWIC31;Twickenham Grid 33kV;G7J6;33;0.1;0.05;0.0;238;265;0.040
1507;South Eastern Power Networks (SPN);Littlebrook;;Littlebrook GIS 132kV;LITG11;LITB12;Littlebrook Park 132kV;G8ZG;132;0.0;0.01;0.11;568;610;0.120
1524;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008317;Bexhill Town 33kV;BEXH32;NINF31;Ninfield Grid 33kV;G7V1;33;8.7;12.65;0.36;345;431;6.492
1528;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008416;Broad Oak 33kV;BRDK31;WETW3B;DNO-UKPN;X252;33;3.01;3.55;0.0;486;540;4.550
1539;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008232;D.W.S. Tee 33kV;DWSD31;DWSD3A;D.W.S. Tee 33kV;X504;33;0.49;0.89;0.0;345;431;0.294
1552;South Eastern Power Networks (SPN);Ninfield;;DNO-UKPN;BOCW3B;BRDK31;Broad Oak 33kV;X244;33;0.06;0.1;0.02;518;575;0.103
1607;South Eastern Power Networks (SPN);Ninfield;SPN-S000000009130;Lewes Grid 33kV;LEWE3A;LEWE31;Lewes Grid 33kV;X636;33;0.01;0.02;0.03;2000;2200;0.070
1649;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008591;Pashley Farm Zone 33kV;PFZO31;NINF31;Ninfield Grid 33kV;X380;33;3.47;5.44;0.11;345;431;2.402
1666;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008467;Ripe 33kV;RIPE3A;AEPZ3B;DNO-UKPN;X390;33;12.07;16.96;0.0;249;311;4.266
1671;South Eastern Power Networks (SPN);Ninfield;SPN-S000000009989;Rye Grid 132kV;RYEG11;APLD11;Appledore 132kV Sw Station;C7JA-2;132;0.41;1.81;0.41;642;799;8.054
1689;South Eastern Power Networks (SPN);Ninfield;SPN-S000000008500;Ticehurst 11kV;TICH51;TICH5A;Ticehurst 11kV;X660;11;0.09;0.18;0.0;684;760;0.024
1701;South Eastern Power Networks (SPN);Ninfield;;Uckfield 11kV;UCKF51;UCKF5B;Uckfield 11kV;X319;11;0.24;0.31;0.0;523;573;0.040
1702;South Eastern Power Networks (SPN);Ninfield;;Uckfield 11kV;UCKF51;UCKF5A;Uckfield 11kV;X322;11;0.36;0.47;0.0;523;573;0.060
1733;South Eastern Power Networks (SPN);Northfleet;;Burham Grid 132kV;BURH1C;BURH1B;Burham Grid 132kV;X273;132;0.01;0.01;0.0;460;570;0.050
1747;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008628;Chelsfield RMU 33kV;CHRM31;NSEV31;North Sevenoaks 33kV;G7TV;33;5.17;7.5;0.98;604;671;8.166
1757;South Eastern Power Networks (SPN);Northfleet;;Crowhurst 33kV;CROW31;CROW3B;Crowhurst 33kV;X413;33;0.09;0.09;0.01;391;435;0.079
1765;South Eastern Power Networks (SPN);Northfleet;;DNO-UKPN;HLZG3B;HLZG3A;DNO-UKPN;X445;33;0.02;0.03;0.0;308;385;0.010
1794;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008409;Gravesend Town 33kV;GRVT32;NFLE31;Northfleet East 33kV;G7YB;33;7.75;4.68;0.0;328;365;5.180
1799;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009991;Littlebrook GIS 132kV;LITG1B;LITG1A;Littlebrook GIS 132kV;G8ZE 1-2;132;0.62;1.59;0.34;460;570;6.881
1804;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008656;Longfield 33kV;LNGF32;LNGF3B;Longfield 33kV;X528;33;0.06;0.04;0.0;428;475;0.036
1824;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009937;Northfleet East 132kV;NFLE11;NESQ1A;DNO-UKPN;C764;132;0.02;0.07;0.89;749;848;0.976
1825;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009937;Northfleet East 132kV;NETW1A;NFTW1B;DNO-UKPN;C765-1;132;3.25;8.43;1.73;460;570;35.772
1841;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009939;Pembury Grid 132kV;PEUR1A;PEUR11;Pembury Grid 132kV;X533;132;0.0;0.0;0.0;450;518;0.088
1868;South Eastern Power Networks (SPN);Northfleet;;SPN 0104;NBRB3A;LNGF3B;Longfield 33kV;G7Y8_a;33;4.83;9.6;0.0;345;431;2.823
1875;South Eastern Power Networks (SPN);Northfleet;SPN-S000000008544;Stonemarshes 33kV;SMRS31;SMWN31;Stone Marshes SW STN 33kV;G7YG;33;0.03;0.03;0.0;531;588;0.036
1891;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009951;Tunbridge Wells 132kV;TUNW1E;TUNW11;Tunbridge Wells 132kV;X537;132;0.0;0.0;0.0;880;1000;0.120
1899;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009951;Tunbridge Wells Grid 33kV;TUWG31;RUST3B;Rusthall 33kV;G6XV;33;3.99;5.26;0.22;319;411;3.148
1908;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009351;Tunbridge Wells Town 132kV;TUNT12;TUNW11;Tunbridge Wells 132kV;X563;132;0.0;0.0;0.0;301;334;1.800
1911;South Eastern Power Networks (SPN);Richborough;SPN-S000000009904;Betteshanger 132kV;BETT11;BETT1B;Betteshanger 132kV;C76U-1;132;0.17;0.93;0.23;791;980;4.283
1944;South Eastern Power Networks (SPN);Richborough;;SPN 0054;MAPV31;THFZ31;Thorne Farm Zone 33kV;X365;33;2.8;2.31;0.2;614;686;2.245
1945;South Eastern Power Networks (SPN);Richborough;;SPN 0074;GCAP31;GCAZ31;Guston Court A Zone 33kV;X424;33;1.78;1.46;0.13;614;686;1.422
1957;South Eastern Power Networks (SPN);Richborough;;St Peters 33kV;SPET3B;SPET3A;St Peters 33kV;X765;33;0.08;0.18;0.0;389;486;0.051
1959;South Eastern Power Networks (SPN);Richborough;SPN-S000000009949;Thanet Grid 33kV;THAN31;SPET3A;St Peters 33kV;G6T3;33;0.1;0.12;0.01;391;435;0.110
1962;South Eastern Power Networks (SPN);Richborough;;Thanet Grid 33kV;THAN30;SPET34;St Peters 33kV;G6T6;33;0.14;0.3;0.03;666;770;0.295
1973;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008102;Ashford East 33kV;EASH30;ASHF31;Ashford Grid 33kV;G7RC;33;10.51;7.66;0.35;279;306;5.889
1980;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009902;Ashford Grid 33kV;ASHF3C;ASHF31;Ashford Grid 33kV;G7YY;33;0.01;0.02;0.0;950;1060;0.046
1985;South Eastern Power Networks (SPN);Sellindge;;Ashford West 33kV;WASH31;SNWA3A;DNO-UKPN;G7R5;33;13.38;23.81;0.08;345;411;8.185
1994;South Eastern Power Networks (SPN);Sellindge;;DNO-UKPN;ETCH1E;ETCH1A;DNO-UKPN;X228;132;0.0;0.01;0.0;1050;1190;0.034
1999;South Eastern Power Networks (SPN);Sellindge;;DNO-UKPN;EFKT1C;EFKT1D;DNO-UKPN;X676;132;0.03;0.11;0.61;600;700;0.795
2002;South Eastern Power Networks (SPN);Sellindge;;DNO-UKPN;FKDV3D;FKDV3C;DNO-UKPN;X694;33;2.94;1.46;0.0;238;265;1.224
2011;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008391;Dover 11kV;DOVR5A;DOVR51;Dover 11kV;X405;11;0.0;0.0;0.0;650;767;0.010
2016;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008660;Folkestone East 33kV;EFLK32;FOLK31;Folkestone Grid 33kV;G7UN;33;2.94;2.97;0.44;356;411;3.201
2022;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008421;Hythe Main 33kV;HYTH3A;FOLK31;Folkestone Grid 33kV;G6UK;33;1.52;1.4;0.17;396;440;1.451
2029;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008319;Kenardington 33kV;KNRD3C;STFZ31;Stone Farm Zone 33kV;X744;33;0.73;1.0;0.0;249;311;0.287
2033;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008319;Kenardington 6.6kV;KNRD7B;KNRD7A;Kenardington 6.6kV;X748;6.6;0.02;0.02;0.0;597;688;0.001
2041;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008128;Little Chart 33kV;LTCH31;WNTF31;Walnut Tree Farm 33kV;G7R6;33;0.35;0.36;0.05;356;411;0.384
2042;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009320;Morehall 132/11kV;MORH5B;MORH51;Morehall 132/11kV;X325;11;0.19;0.25;0.01;523;573;0.095
2052;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009943;Ruckinge 132kV;RUCK11;ASHF1B;Ashford Grid 132kV;C7HV;132;0.98;2.49;0.53;460;570;10.776
2059;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009962;Sellindge 132kV;SELL1B;SELL1A;Sellindge 132kV;C77V;132;0.08;0.47;0.11;1050;1190;2.105
2082;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008192;Stanford 33kV;STNF31;SLPZ31;Sellindge PV Zone 33kV;G7RI;33;6.8;11.83;0.06;345;411;4.195
2103;South Eastern Power Networks (SPN);West Weybridge;;Byfleet Grid 33kV;BYFL33;WWEY33;West Weybridge Grid 33kV;J700;33;1.81;2.17;0.33;459;532;2.143
2105;South Eastern Power Networks (SPN);West Weybridge;;Byfleet Grid 33kV;BYFL33;BYFL31;Byfleet Grid 33kV;R1A;33;7.49;0.2;0.0;787;787;Series Reactor
2110;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009966;Byfleet Village 132kV;BYVI1B;GUIL1D;Guildford Grid 132kV;C7H2;132;1.12;2.86;0.61;460;570;12.397
2118;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008327;Chertsey 33kV;CHER32;CHWW3C;DNO-UKPN;X602;33;0.14;0.2;0.03;820;903;0.220
2135;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009921;Guildford Grid 132kV;GUIL1A;GUIL1B;Guildford Grid 132kV;X222;132;0.02;0.06;0.02;460;570;0.342
2147;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009928;Leatherhead Grid 33kV;LEAT31;DORK32;Dorking Switching Station 33kV;G6L2;33;8.3;10.04;1.13;496;600;10.510
2148;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009928;Leatherhead Grid 33kV;LEAT31;DORK31;Dorking Switching Station 33kV;G6L3;33;7.58;9.16;1.03;812;911;9.595
2165;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008453;Old Woking 33kV;OWOK32;BYFL31;Byfleet Grid 33kV;G7OR;33;15.26;21.52;0.32;237;296;8.093
2169;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008482;Shalford 33kV;SHAL32;GUIL31;Guildford Grid 33kV;G7LT;33;3.86;3.56;0.44;396;440;3.688
2172;South Eastern Power Networks (SPN);West Weybridge;;SPN 0098;WOKS52;WOKS5C;SPN 0098;X130;11;0.01;0.02;0.0;714;786;0.010
2173;South Eastern Power Networks (SPN);West Weybridge;;SPN 0098;WOKS52;WOKS5D;SPN 0098;X135;11;0.01;0.02;0.0;714;786;0.010
2176;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009353;West Weybridge 11kV;WWEY5E;WWEY5D;West Weybridge 11kV;X167;11;0.04;0.06;0.0;655;719;0.026
2181;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009953;West Weybridge 132kV(NEW);WWYB1E;BYFL12;Byfleet 132kV;C701;132;0.09;0.38;0.09;642;799;1.700
2182;South Eastern Power Networks (SPN);West Weybridge;;West Weybridge 132kV(NEW);WWYB12;WOKS12;SPN 0098;C70B;132;0.64;0.68;6.33;403;445;8.628
2192;South Eastern Power Networks (SPN);West Weybridge;;West Weybridge 132kV(NEW);WWYB12;WWYB1G;West Weybridge 132kV(NEW);X360;132;0.02;0.06;0.64;740;810;0.882
2232;Eastern Power Networks (EPN);Amersham;CUSTOMER_SITE;DNO-UKPN;THAM3A;BTPR31;EPN 0009;THAMT_BTPR_2;33;0.1;0.1;0.02;356;411;0.110
2235;Eastern Power Networks (EPN);Amersham;;DNO-UKPN;BUMP3A;THAM31;Thame Primary 33kV;ILME_THAM_1_(2);33;5.7;13.57;0.02;408;508;4.533
2256;Eastern Power Networks (EPN);Amersham;EPN-S0000000D8077;Ilmer Grid 33kV;ILME31;ILME3G;Ilmer Grid 33kV;NILME_SAUN_1;33;0.01;0.01;0.0;591;686;0.015
2259;Eastern Power Networks (EPN);Amersham;EPN-S0000000D8077;Ilmer Grid 33kV;ILME31;ILMP31;Ilmer Primary 33kV;ILME_ILME_1;33;0.03;0.03;0.0;283;324;0.032
2265;Eastern Power Networks (EPN);Amersham;EPN-S0000000D8077;Ilmer Grid 33kV;ILME3J;ILME3K;DNO-UKPN;ILME_BTPRT_1_(1A);33;0.16;0.12;0.06;283;324;0.225
2275;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000D7124;Crowlands Grid 33kV;CROW31;CHAS32;Chase Cross Primary 33kV;CROW_CHAS_3;33;5.57;3.71;0.87;240;276;4.104
2276;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000D7124;Crowlands Grid 33kV;CROW31;CCCG3A;DNO-UKPN;CROW_ROMN_1;33;3.51;2.33;0.54;240;276;2.573
2278;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000D7124;Crowlands Grid 33kV;CROW31;SELI3A;Selinas Ln Primary 33kV;CROW_SELIT_2;33;0.79;0.96;0.11;521;579;1.006
2292;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000H7133;Selinas Ln Primary 33kV;SELI3B;SELI32;Selinas Ln Primary 33kV;SELIT_SELI_3;33;0.25;0.26;0.03;279;322;0.269
2303;Eastern Power Networks (EPN);Barking West 33kV;EPN-S0000000G7121;Barking West 33kV;BARW32;CHTR32;Cherry Tree Primary 33kV;BARW_CHTR_4;33;3.13;5.59;0.61;585;647;5.791
2308;Eastern Power Networks (EPN);Barking West 33kV;;Becontree Primary 33kV;BECO31;BARW31;Barking West 33kV;BARW_BECO_2;33;3.45;5.02;0.84;454;526;5.461
2319;Eastern Power Networks (EPN);Barking West 33kV;;DNO-UKPN;FBPR3B;FBPR3A;DNO-UKPN;BARW_FBPR_7_(2A);33;0.35;0.42;0.05;358;411;0.406
2321;Eastern Power Networks (EPN);Barking West 33kV;;EPN 0013;FSPR31;FSPR3A;DNO-UKPN;BARW_FSPR_4_(2A);33;0.97;0.45;0.03;203;231;0.400
2351;Eastern Power Networks (EPN);Braintree;;DNO-UKPN;HALT3H;HALT3D;DNO-UKPN;HALST_WETH_2_(1);33;0.16;0.3;0.02;589;680;0.280
2362;Eastern Power Networks (EPN);Braintree;;EPN 0255;BEVF3A;BEVF31;EPN 0255;WBRAT_BEVFO_2;33;0.04;0.05;0.01;591;686;0.051
2372;Eastern Power Networks (EPN);Braintree;;Witham Primary 11kV;WITH51;WITH5B;Witham Primary 11kV;WITH5_T2_Tail;11;0.15;0.12;0.0;457;526;0.037
2376;Eastern Power Networks (EPN);Bramford;EPN-S0000000H3024;Alresford Primary 33kV;ALRE3A;ORCH3D;Chisbon Heath Primary 33kV;ALRET_CHIST_1_(2);33;21.33;32.75;0.03;253;311;8.355
2390;Eastern Power Networks (EPN);Bramford;;Benhall Primary 33kV;BENH31;BENH3A;DNO-UKPN;WICK_BENH_2;33;5.94;13.34;0.01;338;421;3.403
2397;Eastern Power Networks (EPN);Bramford;EPN-S0000000H3016;Braiswick Primary 33kV;BICK31;BICK3A;Braiswick Primary 33kV;BICK_BICK_1;33;0.01;0.01;0.0;670;778;0.015
2398;Eastern Power Networks (EPN);Bramford;EPN-S0000000C1068;Bramford Grid 132kV;BRAM11;EARS1B;Earl Sohan Junction 132kV;BRAM_ERSJT_1;132;1.41;5.29;4.63;546;679;24.605
2415;Eastern Power Networks (EPN);Bramford;EPN-S0000000D1012;Bury Grid 33kV;BURG31;BURG3D;Bury Grid 33kV;BURG_BURG_1;33;0.03;0.02;0.0;403;445;0.020
2430;Eastern Power Networks (EPN);Bramford;EPN-S0000000C1041;Cliff Quay Grid 132kV;CLQU12;BELS1A;DNO-UKPN;CLQUT_CLQU_3_(1);132;0.15;0.45;0.54;382;476;2.240
2441;Eastern Power Networks (EPN);Bramford;EPN-S0000000G1160;Cliff Quay Sw Stn 33kV;CLFQ32;NACT3B;Nacton Primary 33kV;CLQU_NACT_1;33;2.12;2.36;0.75;511;590;3.300
2447;Eastern Power Networks (EPN);Bramford;;Colchester Grid 132kV;COLC1D;LAWG11;Lawford Grid 132kV;COLC_LAWG_2;132;0.77;1.7;0.47;497;584;7.617
2466;Eastern Power Networks (EPN);Bramford;;Diss Grid 33kV;DSSS31;EYPR31;Eye Primary 33kV;DISS_EYPR_1;33;8.92;20.09;0.16;408;508;7.547
2467;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;BRST1C;LAWG11;Lawford Grid 132kV;BRAMT_LAWG_4;132;1.67;3.86;0.84;485;557;16.730
2472;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;BRAM1C;BRAM1E;DNO-UKPN;BRAM_STOW_2_(2A);132;0.02;0.03;1.22;607;702;0.569
2477;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;STOW3E;CLAY31;Claydon Cement Primary 33kV;STOW_CLAY_1;33;16.42;36.11;0.14;279;322;10.096
2493;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;FELI3B;FELI3C;DNO-UKPN;CLQU_FELI_2_2;33;0.02;0.02;0.0;323;374;0.020
2495;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;EHFG3A;EHFG3B;DNO-UKPN;EHFG_CHIS/OLDRT_2;33;0.0;0.0;0.0;408;508;0.001
2504;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;MELT3A;MELT31;Melton Primary 33kV;MELTT_MELT_1;33;2.31;3.71;0.16;323;374;2.012
2524;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;BHSF3A;GFWS3A;DNO-UKPN;WIXP_DOVE_12;33;0.89;2.37;0.0;408;508;0.706
2532;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;FELI3D;FELI31;Felixstowe Grid 33kV;FELI_CLQU_1;33;1.72;2.5;0.32;585;647;2.724
2537;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;HITC3B;STOW3B;DNO-UKPN;HITCT_STOW_1;33;12.57;17.23;0.02;253;311;4.925
2606;Eastern Power Networks (EPN);Bramford;;EPN 0026;GLEN31;BENH3A;DNO-UKPN;lne_GLEN_BENH;33;3.25;2.68;0.23;403;445;2.603
2607;Eastern Power Networks (EPN);Bramford;;EPN 0029;EESP31;HONN31;Honington Primary 33kV;Line(9);33;1.52;1.25;0.11;456;527;1.219
2608;Eastern Power Networks (EPN);Bramford;;EPN 0032;TWFA31;TEMP3A;DNO-UKPN;lne_EYEW_TEMP;33;0.42;0.39;0.07;364;421;0.450
2615;Eastern Power Networks (EPN);Bramford;;EPN 0146;BXSF31;SEVE31;Severalls Ln Primary 33kV;lne_BXSF_BXSF_2;33;1.4;1.81;0.15;403;445;1.730
2626;Eastern Power Networks (EPN);Bramford;;Felixstowe Grid 33kV;FELI31;LAVE31;Langley Av Primary 33kV;LAVET_LAVE_1;33;2.54;2.62;0.28;291;333;2.626
2647;Eastern Power Networks (EPN);Bramford;EPN-S0000000H1054;Hadleigh Primary 33kV;HADP3F;HADP3C;Hadleigh Primary 33kV;HADL_HADL_6;33;0.06;0.05;0.0;403;445;0.045
2661;Eastern Power Networks (EPN);Bramford;EPN-S0000000H5068;Harleston Primary 33kV;HARL31;LAXF31;Laxfield Primary 33kV;HARL_LAXF_1;33;18.13;38.09;0.05;337;421;10.426
2667;Eastern Power Networks (EPN);Bramford;EPN-S0000000H5018;Henstead Primary 33kV;HENS31;HREY3A;Henstead Primary 33kV;lne_HENS_REYD_1;33;0.02;0.05;0.0;408;508;0.018
2702;Eastern Power Networks (EPN);Bramford;EPN-S0000000D3048;Lawford Grid 33kV;LAWG31;WIXP3B;DNO-UKPN;LAWG_WIXPT_2;33;8.85;21.8;0.2;366;421;7.470
2729;Eastern Power Networks (EPN);Bramford;EPN-S0000000H1027;Playfield Primary 33kV;PLAY31;BURG31;Bury Grid 33kV;PLAY_BURG_1;33;0.96;1.07;0.34;511;590;1.500
2740;Eastern Power Networks (EPN);Bramford;;Rumburgh 132kV;RUMB1B;ILKE12;Ilketshall Grid 132kV;RUMB_ILKE_1;132;0.53;1.16;0.27;382;476;5.200
2754;Eastern Power Networks (EPN);Bramford;EPN-S0000000D1018;Stowmarket Grid 132kV;STOW1A;STOW12;Stowmarket Grid 132kV;lne_STOW_GT2(1);132;0.0;0.0;0.01;886;1008;0.010
2768;Eastern Power Networks (EPN);Bramford;EPN-S0000000D1018;Stowmarket Grid 33kV;STOW31;STOW3C;DNO-UKPN;STOW_ELMS_1;33;0.12;0.17;0.02;426;491;0.173
2785;Eastern Power Networks (EPN);Bramford;EPN-S0000000D5073;Wickham Market Grid 132kV;WICK12;EARS1A;Earl Sohan Junction 132kV;ERSJT_WICK_2;132;0.72;1.6;0.37;382;476;7.160
2797;Eastern Power Networks (EPN);Brimsdown;EPN-S0000000D8068;Barnet Grid 33kV;BARN31;WHET31;Whetstone Primary 33kV;BARN_WHET_1;33;7.97;6.22;0.64;286;327;6.222
2851;Eastern Power Networks (EPN);Burwell;;Arbury Grid 132kV;ARBY12;GIRT1B;DNO-UKPN;ARBY_GRTNT_2;132;0.18;0.48;2.06;507;575;3.220
2857;Eastern Power Networks (EPN);Burwell;EPN-S0000000H4001;Arbury Grid 33kV;ARBY31;THOM31;Thompsons Ln Primary 33kV;SWAYT_THOM_1;33;2.41;5.23;0.49;585;647;5.201
2858;Eastern Power Networks (EPN);Burwell;EPN-S0000000H4001;Arbury Grid 33kV;ARBY31;BARE3B;Barnwell Primary 33kV;ARBY_BARE_2;33;1.56;3.4;0.32;666;770;3.380
2859;Eastern Power Networks (EPN);Burwell;EPN-S0000000H4001;Arbury Grid 33kV;ARBY31;THOM32;Thompsons Ln Primary 33kV;MADN_THOM_2;33;2.41;5.23;0.49;585;647;5.201
2919;Eastern Power Networks (EPN);Burwell;;EPN 0008;WAWF31;LINT3A;DNO-UKPN;LINTT_WAWF_2;33;1.07;0.88;0.08;403;445;0.860
2931;Eastern Power Networks (EPN);Burwell;EPN-S0000000D4084;Fulbourn Grid 33kV;FULB31;SANT31;St Anthony St Primary 33kV;FULB_SANT_2;33;4.09;5.28;0.77;374;433;5.847
2932;Eastern Power Networks (EPN);Burwell;EPN-S0000000D4084;Fulbourn Grid 33kV;FULB31;BOTT3B;DNO-UKPN;FULB_LINTT_1;33;17.8;24.33;0.09;253;311;7.271
2939;Eastern Power Networks (EPN);Burwell;EPN-S0000000D4009;Histon Grid 132kV;HIST3A;HIST31;Histon Grid 33kV;lne_HIST_GT3;33;0.01;0.03;0.03;829;966;0.096
2956;Eastern Power Networks (EPN);Burwell;EPN-S0000000H1174;Lakenheath Gatehouse Primary 33kV;LAKG3B;LAKG32;Lakenheath Gatehouse Primary 33kV;Line(237);33;0.02;0.02;0.0;521;579;0.025
2968;Eastern Power Networks (EPN);Burwell;EPN-S0000000H4070;Madingley Rd Primary 33kV;MADN31;MADN3A;Madingley Rd Primary 33kV;lne_MADN_1;33;0.01;0.04;0.01;829;966;0.046
2972;Eastern Power Networks (EPN);Burwell;EPN-S0000000C4023;Milton 132kV;MILT1B;MILT12;Milton 132kV;Lne_MRMI_MILT_2;132;0.01;0.01;0.11;362;412;0.111
3037;Eastern Power Networks (EPN);Eaton Socon;;DNO-UKPN;WOOD3A;HUNT31;Huntingdon Grid 33kV;WOODT_HUNT_2;33;12.5;26.02;0.77;366;422;10.882
3216;Eastern Power Networks (EPN);Elstree;;Merryhill Primary 33kV;MERR32;WLTP3A;DNO-UKPN;MERRT_MERR_2;33;2.13;3.25;0.62;366;421;3.746
3238;Eastern Power Networks (EPN);Elstree;EPN-S0000000H8080;Shenley Primary 33kV;SLEY31;CATB3A;DNO-UKPN;WPOTT_SLEY_1;33;11.65;17.42;0.19;203;231;6.651
3245;Eastern Power Networks (EPN);Elstree;EPN-S0000000D8081;Stanmore Grid 33kV;STAN31;WEAL32;Wealdstone Primary 33kV;STAN_WEAL_1;33;2.89;2.19;0.53;395;455;2.840
3251;Eastern Power Networks (EPN);Elstree;;Tunnel Primary 33kV;TUNW32;HATF31;Hatfield Grid 33kV;TUNW_HATP_1;33;3.22;3.36;0.48;356;411;3.616
3253;Eastern Power Networks (EPN);Elstree;;Tunnel Primary 33kV;TUNW32;TUNW3A;DNO-UKPN;WELW_TUNW_3_(2);33;4.5;6.73;0.47;364;421;4.535
