id;licencearea;gridsupplypoint;fromsubstation_sitefunctionallocation;fromsubstation;fromnode;tonode;tosubstation;linename;operating_voltage;positive_sequence_impedance_r_percent;positive_sequence_impedance_x_percent;susceptance_b_percent;rating_amps_summer;rating_amps_winter;circuit_length
1888;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009951;Tunbridge Wells 132kV;TUNW1A;TUNW11;Tunbridge Wells 132kV;C765-2;132;0.51;1.3;0.28;460;570;5.645
1890;South Eastern Power Networks (SPN);Northfleet;SPN-S000000009951;Tunbridge Wells 132kV;TUNW1C;TUNW11;Tunbridge Wells 132kV;X536;132;0.0;0.0;0.0;880;1000;0.040
1910;South Eastern Power Networks (SPN);Northfleet;;Tunbridge Wells Town 6.6kV;TUNT71;TUNT7A;Tunbridge Wells Town 6.6kV;X567;6.6;0.0;0.0;0.0;874;971;0.060
1919;South Eastern Power Networks (SPN);Richborough;SPN-S000000008389;Deal 33kV;DEAL31;BETT31;Betteshanger Grid 33kV;G7US;33;4.53;7.45;0.13;345;431;3.070
1924;South Eastern Power Networks (SPN);Richborough;SPN-S000000008619;Guston Court A Zone 33kV;GCAZ31;BETT31;Betteshanger Grid 33kV;G7UQ;33;15.35;27.56;0.02;345;431;9.198
1937;South Eastern Power Networks (SPN);Richborough;SPN-S000000009157;Richborough Grid 33kV;RICH31;RICZ31;Richborough Zone 33kV;G7T1;33;3.05;5.46;0.1;345;411;2.151
1941;South Eastern Power Networks (SPN);Richborough;;SPN 0053;MONK12;RICH11;Richborough 132kV;C76S;132;0.91;2.32;0.5;460;570;10.040
1943;South Eastern Power Networks (SPN);Richborough;;SPN 0053;MONK12;THAN12;Thanet 132kV;C78B;132;0.68;1.74;0.37;460;570;7.548
1947;South Eastern Power Networks (SPN);Richborough;;SPN 0096;PFIZ31;RICH31;Richborough Grid 33kV;X343;33;1.52;1.79;0.0;486;540;2.293
1950;South Eastern Power Networks (SPN);Richborough;;SPN 0101;STSG31;THAN31;Thanet Grid 33kV;X671;33;0.05;0.08;0.01;685;795;0.085
1955;South Eastern Power Networks (SPN);Richborough;SPN-S000000008478;St Peters 33kV;SPET31;SPET3D;St Peters 33kV;G7T4;33;3.14;7.06;0.01;389;486;1.960
1965;South Eastern Power Networks (SPN);Richborough;SPN-R000000914903-000-009Z;Thorne Farm Zone 33kV;THFZ31;SPET33;St Peters 33kV;G6T1;33;7.52;12.66;0.22;308;385;5.121
1974;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008102;Ashford East 33kV;EASH31;EASH3B;Ashford East 33kV;X301;33;0.05;0.05;0.01;396;440;0.050
1983;South Eastern Power Networks (SPN);Sellindge;;Ashford Grid 33kV;ASHF3B;ASHF31;Ashford Grid 33kV;G7ZB;33;0.02;0.06;0.0;864;960;0.075
1988;South Eastern Power Networks (SPN);Sellindge;;DNO-UKPN;ETCH1B;ETCH1H;DNO-UKPN;C76T-1;132;0.97;5.33;1.29;791;980;24.435
1998;South Eastern Power Networks (SPN);Sellindge;;DNO-UKPN;EFKT1A;EFKT1B;DNO-UKPN;X675;132;0.03;0.11;0.61;600;700;0.795
2001;South Eastern Power Networks (SPN);Sellindge;;DNO-UKPN;EFKT1D;FOLK12;Folkestone Grid 132kV;X678;132;0.22;0.56;0.12;460;570;2.458
2008;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008391;Dover 11kV;DOVR5C;DOVR52;Dover 11kV;X366;11;0.0;0.0;0.0;650;767;0.025
2010;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008391;Dover 11kV;DOVR5B;DOVR51;Dover 11kV;X404;11;0.0;0.0;0.0;650;767;0.009
2026;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008421;Hythe Main 33kV;HYTH31;HYTH3A;Hythe Main 33kV;G7UK;33;4.9;4.51;0.56;396;440;4.680
2028;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008319;Kenardington 33kV;KNRD3A;KNRD3B;Kenardington 33kV;G7SU;33;0.1;0.08;0.01;465;536;0.078
2037;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008319;Kenardington Zone 33kV;KGZO3A;KNRD3B;Kenardington 33kV;X309;33;0.54;0.73;0.0;249;311;0.210
2053;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009943;Ruckinge Grid 33kV;RUCK31;LFLF31;LoftyLands Farm 33kV;G6SV;33;3.83;6.65;0.04;345;431;2.778
2057;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009962;Sellindge 132kV;SELL1C;SELL1D;Sellindge 132kV;C77U-1;132;0.08;0.47;0.11;1050;1190;2.105
2063;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009962;Sellindge 132kV;SELL11;SELL1C;Sellindge 132kV;X680;132;0.0;0.01;0.29;954;1060;0.105
2065;South Eastern Power Networks (SPN);Sellindge;SPN-S000000009162;Sellindge Local 33kV;SELL31;DYMC3A;Dymchurch 33kV;G6RH;33;2.4;2.44;0.12;237;296;1.622
2067;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008589;Sellindge PV Zone 33kV;SLPZ31;SESF31;SPN 0080;X437;33;0.14;0.13;0.02;441;490;0.150
2070;South Eastern Power Networks (SPN);Sellindge;SPN-S000000008595;Sevington 33kV;SEVI30;SMTH31;Smeeth 33kV;G7RF;33;13.56;23.63;0.11;345;431;8.759
2091;South Eastern Power Networks (SPN);Sellindge;SPN-R000000914304-000-125Z;Wenham Lane Zone 33kV;WNLZ31;ROMN31;Romney Warren 33kV;X300;33;9.29;17.46;0.02;308;385;5.326
2095;South Eastern Power Networks (SPN);West Weybridge;;Betchworth Station 33kV;BTCS3A;BTCS31;Betchworth Station 33kV;X340;33;0.01;0.02;0.0;249;311;0.005
2097;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008331;Brookwood 11kV;BKWD5B;BKWD51;Brookwood 11kV;X691;11;0.04;0.05;0.0;562;663;0.020
2104;South Eastern Power Networks (SPN);West Weybridge;;Byfleet Grid 33kV;BYFL33;WWEY33;West Weybridge Grid 33kV;J701;33;1.82;2.18;0.33;459;532;2.156
2119;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000008327;Chertsey 33kV;CHER31;CHWW3B;DNO-UKPN;X614;132;4.03;17.69;0.02;642;799;4.917
2136;South Eastern Power Networks (SPN);West Weybridge;;Guildford Grid 132kV;GUIL12;GUIL1A;Guildford Grid 132kV;X223;132;0.0;0.0;0.0;691;796;0.000
2158;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009928;Leatherhead Grid 33kV;LEAT3D;LEAT3C;Leatherhead Grid 33kV;R1A;33;0.04;0.1;0.0;525;525;Series Reactor
2178;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009353;West Weybridge 11kV;WWEY52;WWEY5B;West Weybridge 11kV;X317;11;0.16;0.12;0.0;371;406;0.015
2202;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009153;West Weybridge Grid 33kV;WWEY31;WWEY3D;West Weybridge Grid 33kV;X653;33;0.09;0.07;0.01;614;686;0.070
2203;South Eastern Power Networks (SPN);West Weybridge;SPN-S000000009153;West Weybridge Grid 33kV;WWEY31;WWEY3E;West Weybridge Grid 33kV;X654;33;0.03;0.04;0.0;820;903;0.040
2216;Eastern Power Networks (EPN);Amersham;EPN-S0000000G8152;Bishopstone Sw/Stn;BHSS31;MOFG31;EPN 0299;BHSS_MOFG_1;33;1.41;1.16;0.1;403;445;1.130
2236;Eastern Power Networks (EPN);Amersham;;DNO-UKPN;CHIN3A;BTPR3A;DNO-UKPN;CHIN_BTPRT_1_(4);33;2.2;5.24;0.01;408;508;1.749
2237;Eastern Power Networks (EPN);Amersham;;DNO-UKPN;MRSH3A;WALD3C;DNO-UKPN;WENDT_WEND_2_(1);33;1.69;4.03;0.01;408;508;1.347
2241;Eastern Power Networks (EPN);Amersham;;DNO-UKPN;FGRN3B;CHIN32;Chinnor Primary 33kV;CHINT_CHIN_2_(3);33;6.6;14.81;0.1;283;324;5.446
2248;Eastern Power Networks (EPN);Amersham;;DNO-UKPN;SPSF3A;STSF31;EPN 0216;Lne_ILME_STSF;33;0.19;0.17;0.03;364;421;0.200
2253;Eastern Power Networks (EPN);Amersham;;EPN 0292;ILME11;WHIR11;EPN 0292;ILME_WHIR_1;132;0.12;0.1;1.31;411;461;1.500
2263;Eastern Power Networks (EPN);Amersham;EPN-S0000000D8077;Ilmer Grid 33kV;ILME31;ILMP32;Ilmer Primary 33kV;ILME_ILME_2;33;0.15;0.12;0.01;283;324;0.115
2288;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000H7150;Romford Primary 33kV;ROMF31;CROW31;Crowlands Grid 33kV;ROMFT_CROW_8;33;0.92;1.69;0.35;515;599;2.000
2291;Eastern Power Networks (EPN);Barking 132kV;EPN-S0000000H7133;Selinas Ln Primary 33kV;SELI3A;SELI31;Selinas Ln Primary 33kV;SELIT_SELI_2;33;0.26;0.26;0.03;279;322;0.275
2295;Eastern Power Networks (EPN);Barking West 33kV;EPN-S0000000G7121;Barking West 33kV;BARW32;FBPR32;EPN 0012;BARW_FBPR_3;33;6.09;6.58;0.8;291;333;6.743
2304;Eastern Power Networks (EPN);Barking West 33kV;EPN-S0000000G7121;Barking West 33kV;BARW31;CHEN32;Chequers Primary 33kV;BARW_CHEN_2;33;3.73;3.8;0.52;286;327;4.044
2323;Eastern Power Networks (EPN);Braintree;;Braintree 132kV;BRAI11;BORH1A;DNO-UKPN;BRAI_BORHT_2;132;1.3;2.98;0.64;382;476;12.890
2331;Eastern Power Networks (EPN);Braintree;EPN-S0000000D3015;Braintree Local 33kV;BRAI31;BDEP32;Braintree Depot Primary 33kV;BRAI_BDEP_1;33;1.71;2.6;0.5;459;532;3.014
2333;Eastern Power Networks (EPN);Braintree;EPN-S0000000D3015;Braintree Local 33kV;BRAI31;COGG3A;Coggeshall Primary 33kV;BRAI_COGG_2;33;11.11;24.5;0.34;408;508;10.355
2337;Eastern Power Networks (EPN);Braintree;;DNO-UKPN;HALT3E;BRAI31;Braintree Local 33kV;BRAI_HALST_2_(1);33;5.47;12.69;0.5;408;508;7.081
2345;Eastern Power Networks (EPN);Braintree;;DNO-UKPN;BLWB3A;LAKE32;Lake & Elliot Primary 33kV;LAKET_LAKE_2;33;1.68;1.55;0.14;279;322;1.469
2435;Eastern Power Networks (EPN);Bramford;EPN-S0000000D1041;Cliff Quay Grid 33kV;CLQU31;CLFQ31;Cliff Quay Sw Stn 33kV;CLQU_CLQUT_2;33;0.05;0.08;0.01;604;670;0.085
2458;Eastern Power Networks (EPN);Bramford;;Colchester Grid 33kV;COLC31;ALRE3A;Alresford Primary 33kV;COLC_ALRET_1;33;12.03;18.73;0.1;253;311;5.425
2476;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;STOW3J;STOW31;Stowmarket Grid 33kV;lne_STOW_CLAY_2(1);33;0.01;0.01;0.0;521;579;0.010
2498;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;STOW3C;ELMS31;Elmswell Primary 33kV;STOW_ELMS_2;33;14.09;32.5;0.21;405;465;12.175
2592;Eastern Power Networks (EPN);Bramford;;DNO-UKPN;PARS3A;PARS32;Parsons Heath Primary 33kV;PARST_PARS_2;33;2.41;5.05;0.15;371;463;2.298
2617;Eastern Power Networks (EPN);Bramford;;EPN 0203;ADPT31;BSUG31;EPN 0022;lne_BSUG_ADPT;33;0.18;0.23;0.01;397;437;0.200
2760;Eastern Power Networks (EPN);Bramford;EPN-S0000000D1018;Stowmarket Grid 33kV;STOW31;GATE31;EPN 0291;STOW_GATE_1;33;2.87;2.37;0.21;403;445;2.300
2792;Eastern Power Networks (EPN);Brimsdown;EPN-S0000000D8068;Barnet Grid 33kV;BARN31;ROWL32;Rowley Ln Primary 33kV;BARN_ROWL_2;33;3.76;2.77;0.67;358;411;3.610
2794;Eastern Power Networks (EPN);Brimsdown;EPN-S0000000D8068;Barnet Grid 33kV;BARN31;TAPS31;Tapster St Primary 33kV;BARN_TAPS_1;33;1.69;1.29;0.3;395;455;1.650
2818;Eastern Power Networks (EPN);Brimsdown;;Central Potters Bar Primary 33kV;CPOT32;BARN31;Barnet Grid 33kV;CPOT_BARN_1;33;3.74;6.83;0.55;521;579;6.470
2820;Eastern Power Networks (EPN);Brimsdown;EPN-S0000000H8091;Cockfosters Primary 33kV;COCK31;BARN31;Barnet Grid 33kV;BARN_COCK_1;33;3.9;2.86;0.7;395;455;3.735
2829;Eastern Power Networks (EPN);Brimsdown;;Elstree GIS 132kV;ELSG10;SMIM1B;DNO-UKPN;ELST_BARNT_2;132;0.72;1.59;0.57;382;476;7.189
2836;Eastern Power Networks (EPN);Brimsdown;EPN-S0000000H7019;South Chingford Primary 11kV;SCHG51;SCHG51;South Chingford Primary 11kV;lne_BS1_BS2;11;0.01;0.01;0.0;1093;1235;0.003
2843;Eastern Power Networks (EPN);Burwell;EPN-S0000000G4056;Addenbrookes 33kV;ABRK31;FULB31;Fulbourn Grid 33kV;ADEB_FULB_2;33;2.4;4.37;0.35;518;571;4.148
2850;Eastern Power Networks (EPN);Burwell;;Arbury Grid 132kV;ARBY12;MILT12;Milton 132kV;BRMI_ARBY_2;132;0.26;0.57;0.13;382;476;2.530
2856;Eastern Power Networks (EPN);Burwell;EPN-S0000000H4001;Arbury Grid 33kV;ARBY31;SLEA31;Sleaford St Primary 33kV;ARBY_SLEA_2;33;2.2;4.77;0.45;666;770;4.745
2861;Eastern Power Networks (EPN);Burwell;EPN-S0000000H4057;Barnwell Primary 33kV;BARE32;BARE3B;Barnwell Primary 33kV;BARE_BARE_2;33;0.08;0.09;0.0;237;296;0.048
2865;Eastern Power Networks (EPN);Burwell;EPN-S0000000D4033;Burwell Local Grid 132kV;BURL11;WEID11;EPN 0263;BURL_WIED_1;132;0.0;0.01;0.14;596;672;0.130
2878;Eastern Power Networks (EPN);Burwell;EPN-S0000000D4033;Burwell Local Grid 33kV;BURL31;ELYP3A;DNO-UKPN;BURL_ELYPT_2;33;6.31;22.32;0.25;515;599;8.719
2900;Eastern Power Networks (EPN);Burwell;;DNO-UKPN;FULB1A;BMAN11;Burwell Main Grid 132kV;BMANT_FULBT_1;132;0.43;2.04;0.52;659;817;9.672
2921;Eastern Power Networks (EPN);Burwell;;EPN 0274;WIFT3B;WIFG31;EPN 0274;WIFG_ELYP_1;33;0.25;0.37;0.05;604;670;0.400
2927;Eastern Power Networks (EPN);Burwell;EPN-S0000000D4084;Fulbourn Grid 132kV;FULB12;FULB1B;DNO-UKPN;FULB_FULBT_2;132;0.34;1.3;0.29;546;679;5.747
2935;Eastern Power Networks (EPN);Burwell;EPN-S0000000D4084;Fulbourn Grid 33kV;FULB3C;FULB31;Fulbourn Grid 33kV;lne_FULB_GT5;33;0.01;0.02;0.01;628;711;0.041
2945;Eastern Power Networks (EPN);Burwell;EPN-S0000000D4009;Histon Grid 33kV;HIST31;LSTN32;Longstanton Primary 33kV;LSTN_HIST_1;33;3.4;6.97;0.53;546;670;5.370
2960;Eastern Power Networks (EPN);Burwell;EPN-S0000000G4010;Landbeach Switching Station 33kV;LBSS31;CFCG31;EPN 0261;LBSS_CFCG_1;33;7.49;6.17;0.54;403;445;6.000
2965;Eastern Power Networks (EPN);Burwell;EPN-S0000000H4070;Madingley Rd Primary 11kV;MADN5B;MADN51;Madingley Rd Primary 11kV;lne_MADN_4;11;0.08;0.14;0.0;804;941;0.039
2971;Eastern Power Networks (EPN);Burwell;EPN-S0000000C4023;Milton 132kV;MILT11;BMAN11;Burwell Main Grid 132kV;BMAN_BRMI_1_(1);132;0.52;2.49;0.85;507;575;11.900
2975;Eastern Power Networks (EPN);Burwell;EPN-S0000000H4078;Milton Rd Primary 33kV;MILT31;ARBY31;Arbury Grid 33kV;ARBY_MILT_2;33;1.63;1.25;0.21;279;322;1.403
2987;Eastern Power Networks (EPN);Burwell;;Soham Primary 33kV;SOHA3B;ELYP3C;Ely Primary 33kV;lne_ELYP_SOHA T1;33;8.21;11.89;1.55;604;670;12.950
3010;Eastern Power Networks (EPN);Eaton Socon;;DNO-UKPN;CBRD3B;CBRD3C;DNO-UKPN;MADNT_SHPP_1_(3);33;5.25;12.51;0.02;408;508;4.177
3015;Eastern Power Networks (EPN);Eaton Socon;;DNO-UKPN;HUNT1A;HCBY1A;DNO-UKPN;HUNT_CORG_2_(1);132;1.28;2.84;0.65;382;476;12.671
3045;Eastern Power Networks (EPN);Eaton Socon;;DNO-UKPN;ESLS1A;EATO11;Eaton Socon Grid 132kV;EATO_HUNTT_2;132;0.49;1.87;0.42;546;679;8.255
3050;Eastern Power Networks (EPN);Eaton Socon;;DNO-UKPN;SAND3H;BIGG31;Biggleswade Primary 33kV;SANDT_BIGG_2_(6A);33;1.14;0.52;0.04;203;231;0.460
3054;Eastern Power Networks (EPN);Eaton Socon;;DNO-UKPN;CBRD3D;CBRD3E;DNO-UKPN;MADNT_SHPP_1_(5);33;2.06;4.9;0.01;408;508;1.635
3058;Eastern Power Networks (EPN);Eaton Socon;;EPN 0039;UASF31;UPAR3A;DNO-UKPN;lne_STIV_UASF_1;33;3.18;2.62;0.23;403;445;2.550
3084;Eastern Power Networks (EPN);Eaton Socon;EPN-S0000000C4055;Little Barford 132kV GIS;LBGS1D;LBGS11;Little Barford 132kV GIS;lne_LBGS_LBGD_1;132;0.0;0.01;0.11;757;858;0.090
3090;Eastern Power Networks (EPN);Eaton Socon;EPN-S0000000D4055;Little Barford 33kV;LBGD32;CFSF3A;DNO-UKPN;LBGD_CROY_1_(3);33;14.67;33.55;0.1;371;463;11.054
3100;Eastern Power Networks (EPN);Eaton Socon;EPN-S0000000H4012;Shepreth Primary 33kV;SHPP32;SHPP3A;Shepreth Primary 33kV;SHEP_SHEP_1;33;0.02;0.03;0.0;604;670;0.030
3101;Eastern Power Networks (EPN);Eaton Socon;EPN-S0000000H4012;Shepreth Primary 33kV;SHPP3A;SHPP32;Shepreth Primary 33kV;SHEP_SHEP_2;33;0.02;0.03;0.0;604;670;0.037
3103;Eastern Power Networks (EPN);Eaton Socon;EPN-S0000000H4012;Shepreth Primary 33kV;SHPP32;HOBS3A;DNO-UKPN;CROY_SHPP_2;33;5.89;13.7;0.04;371;463;4.435
3113;Eastern Power Networks (EPN);Elstree;;Bushey Mill Grid 11kV;BUSY50;BUSP51;EPN 0237;Line(183);11;0.28;0.17;0.0;392;448;0.021
3124;Eastern Power Networks (EPN);Elstree;EPN-S0000000D8006;Bushey Mill Grid 33kV;BUSY31;ABBO3B;DNO-UKPN;BUSY_ABBOT_1;33;4.35;3.6;0.32;403;445;3.510
3128;Eastern Power Networks (EPN);Elstree;EPN-S0000000D8006;Bushey Mill Grid 33kV;BUSY31;HART31;Hartspring Primary 33kV;BUSY_HART_1;33;2.15;4.07;0.39;408;508;2.590
3148;Eastern Power Networks (EPN);Elstree;;DNO-UKPN;SRSF3A;WPOT3C;DNO-UKPN;WPOTT_ELEET_2(1);33;5.67;10.06;0.3;291;333;4.547
3168;Eastern Power Networks (EPN);Elstree;;DNO-UKPN;PEIN3C;HOGE3C;DNO-UKPN;HEMET_HEME_2_(1);33;0.64;1.51;0.0;408;508;0.505
3195;Eastern Power Networks (EPN);Elstree;EPN-S0000000D8119;Hatfield Grid 33kV;HATF31;WPBD3A;DNO-UKPN;HATP_WPOTT_2;33;5.86;13.45;0.05;366;421;4.442
3196;Eastern Power Networks (EPN);Elstree;EPN-S0000000D8119;Hatfield Grid 33kV;HATF31;WPBD3E;DNO-UKPN;HATP_WPOTT_1;33;4.61;10.61;0.06;366;421;3.799
3199;Eastern Power Networks (EPN);Elstree;EPN-S0000000H8075;Hatfield Primary 33kV;HATP32;HATF31;Hatfield Grid 33kV;lne_HATP_T3;33;0.03;0.03;0.0;403;445;0.025
3209;Eastern Power Networks (EPN);Elstree;EPN-S0000000H8097;Kenton Primary 33kV;KENT32;SCRT32;Sudbury Court Primary 33kV;KENT_RAFT_1;33;4.06;2.95;0.73;395;455;3.870
3212;Eastern Power Networks (EPN);Elstree;EPN-S0000000D8122;Leicester Rd Grid 33kV;LEIC30;NWEB3A;DNO-UKPN;LEIC_NWEBT_2_(1);33;5.36;4.37;0.43;291;333;4.333
3332;Eastern Power Networks (EPN);Norwich;;DNO-UKPN;AVEF3A;ALPI32;Alpington Primary 33kV;TWSE_ALPI_3;33;2.47;5.88;0.01;408;508;1.963
3365;Eastern Power Networks (EPN);Norwich;;DNO-UKPN;GTWI3A;SWAN3A;DNO-UKPN;HORS_GTWIT_1_(2);33;0.58;1.38;0.0;408;508;0.462
3378;Eastern Power Networks (EPN);Norwich;;DNO-UKPN;NWAL3D;NWSS32;North Walsham Sw Stn 33kV;NWSS_NWAL_2;33;2.91;4.92;0.07;291;333;1.879
3379;Eastern Power Networks (EPN);Norwich;;DNO-UKPN;BUSP3A;NORF31;EPN 0054;lne_NORF_CROM_KNAP;33;1.1;0.91;0.08;403;445;0.880
3386;Eastern Power Networks (EPN);Norwich;EPN-S0000000D5076;Earlham Grid 33kV;EARL31;BOUN32;Boundary Park Primary 33kV;EARL_BOUN_2;33;6.05;8.28;0.52;336;388;5.217
3394;Eastern Power Networks (EPN);Norwich;;EPN 0153;SCOW31;SEWF3A;DNO-UKPN;lne_SCOT_SCOT_1(1);33;2.42;2.0;0.17;403;445;1.940
3397;Eastern Power Networks (EPN);Norwich;;EPN 0275;WSFM31;TROW31;EPN 0188;lne_WHOR_TROW;33;0.04;0.04;0.0;403;445;0.043
3408;Eastern Power Networks (EPN);Norwich;EPN-S0000000H5067;GT Yarmouth Grid 33kV;GYAR31;GYAR3J;GT Yarmouth Grid 33kV;GYAR_GYAR_5;33;0.0;0.01;0.0;666;770;0.009
3420;Eastern Power Networks (EPN);Norwich;CUSTOMER_SITE;Gt Yarmouth Power Station 132kV;GYPS11;LOWE1A;DNO-UKPN;GYPS_LSFTT_2;132;0.11;0.39;7.55;914;1060;5.791
3427;Eastern Power Networks (EPN);Norwich;EPN-S0000000H5080;Hardingham Primary 33kV;HARD3A;HDSF3A;DNO-UKPN;HARDT_WHAM_1;33;1.65;4.4;0.01;446;556;1.312
3428;Eastern Power Networks (EPN);Norwich;;Hemblington Primary 33kV;HEMB31;BEIG3A;DNO-UKPN;HEMB_BEIGT_1;33;4.76;11.32;0.02;408;508;3.780
3429;Eastern Power Networks (EPN);Norwich;;Hemblington Primary 33kV;HEMB31;TWSE31;Trowse Grid 33kV;HEMB_TWSE_1;33;12.53;29.2;0.53;408;508;13.265
3430;Eastern Power Networks (EPN);Norwich;EPN-S0000000H5006;Horsford Primary 33kV;HORS31;SWAN3A;DNO-UKPN;HORS_GTWIT_1_(1);33;9.79;23.0;0.07;408;508;7.983
3432;Eastern Power Networks (EPN);Norwich;EPN-S0000000C5089;Ilketshall Grid 132kV;ILKS1B;HADD1B;DNO-UKPN;HADDT_ILKE_1;132;1.01;2.23;0.51;382;476;9.956
3453;Eastern Power Networks (EPN);Norwich;EPN-S0000000H5011;North Walsham Primary 33kV;NWAL32;NWAL3B;North Walsham Primary 33kV;NWSS_NWAL_2(2);33;0.01;0.02;0.0;748;867;0.018
3564;Eastern Power Networks (EPN);Pelham;;DNO-UKPN;PSFM3A;SUDB31;Sudbury Primary 33kV;BLCH_SUDB_3;33;8.24;18.77;0.16;371;463;6.684
3570;Eastern Power Networks (EPN);Pelham;;DNO-UKPN;MUCH3A;MUCH3B;DNO-UKPN;MUCH_TLEYT_2_(2A);33;0.82;0.63;0.06;291;333;0.630
3576;Eastern Power Networks (EPN);Pelham;;DNO-UKPN;THSF3A;LCAN3A;DNO-UKPN;THAX_TAKET_4;33;7.93;18.88;0.03;408;508;6.307
3585;Eastern Power Networks (EPN);Pelham;;Dunmow Primary 33kV;DUNM31;DUNM3A;Dunmow Primary 33kV;DUNMT_DUNM_1;33;0.88;2.1;0.0;408;508;0.700
3686;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;CGMT3B;BIRC31;EPN 0164 / EPN 0210;lne_MARKT_BIRC_1;33;0.3;0.49;0.06;426;491;0.500
3714;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;SCHE3B;SCHE3D;DNO-UKPN;SCHET_WHAN_2_(1);33;2.76;4.27;0.0;253;311;1.090
3716;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;LSFW3A;PELD31;Peldon Primary 33kV;ABBE_PELD_2(1);33;1.34;1.11;0.1;403;445;1.075
3722;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;SCHE3F;SCHE3E;DNO-UKPN;SCHET_WHAN_2_(2);33;0.53;0.82;0.0;253;311;0.210
3732;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;FLEE3B;FLEE3A;Fleethall Grid 33kV;Line(193);33;0.01;0.01;0.0;521;579;0.012
3734;Eastern Power Networks (EPN);Rayleigh;;DNO-UKPN;WFRD3B;RAYL3A;DNO-UKPN;WFRDT_RAYLT_2;33;2.89;5.85;0.11;337;421;2.064
3739;Eastern Power Networks (EPN);Rayleigh;;EPN 0067;HIFL31;TIPT3D;DNO-UKPN;lne_HIGH_TIPT_1;33;2.87;2.37;0.21;403;445;2.300
3748;Eastern Power Networks (EPN);Rayleigh;;EPN 0295;PBSF3A;PBSF31;EPN 0295;MALD_PBSF_2;33;0.14;0.11;0.01;403;445;0.110
3772;Eastern Power Networks (EPN);Rayleigh;;Hadleigh Primary Essex 33kV;HAES31;SBEN30;South Benfleet Grid 33kV;SBEN_HASU_2;33;1.94;2.57;0.94;568;657;3.641
3774;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000H7099;Kingswood Primary 33kV;KWOD31;BASL3A;Basildon Local Primary 33kV;BASLT_KWOD_1;33;1.33;1.77;0.64;568;657;2.500
3783;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000D3038;Maldon Grid 33kV;MALD31;MAWK31;Maldon Wick Primary 33kV;MALD_MAWK_1;33;0.51;0.52;0.09;366;422;0.598
3786;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000D3038;Maldon Grid 33kV;MALD31;MACA3B;Maldon Grid 33kV;MALD_MACAT_2;33;0.1;0.1;0.02;366;422;0.105
3794;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000D7017;Nevendon Grid 33kV;NEVE31;GARD3B;DNO-UKPN;NEVE_GARDT_1;33;0.47;0.59;0.19;543;627;0.811
3802;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000D7017;Nevendon Grid 33kV;NEVE31;NEVE3A;Nevendon Grid 33kV;Lne_NEVE_GT2;33;0.02;0.04;0.02;2257;2554;0.080
3816;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000H3076;Shrub End Primary 33kV;SHRU3B;SHRU32;Shrub End Primary 33kV;SHRUT_SHRU_2;33;0.06;0.11;0.01;589;680;0.106
3818;Eastern Power Networks (EPN);Rayleigh;;South Chelmsford Primary 11kV;SCHE51;SCHE5B;South Chelmsford Primary 11kV;lne_SCHE_T2;11;0.05;0.09;0.0;663;726;0.025
3839;Eastern Power Networks (EPN);Rayleigh;EPN-S0000000H3056;Writtle St Primary 33kV;WRIT3B;WCHE31;West Chelmsford Primary 33kV;WRITT_WCHE_1;33;0.87;1.15;0.41;323;370;1.618
3853;Eastern Power Networks (EPN);Rye House;;DNO-UKPN;NORG3B;NORG31;North Harlow 33kV;MSRDT_NORG_1_(1B);33;1.31;0.67;0.06;194;221;0.645
3855;Eastern Power Networks (EPN);Rye House;;DNO-UKPN;BROP1A;RYEH13;Rye House 132kV;RYEHT_WELWT_2;132;0.67;3.21;1.98;659;817;15.768
3864;Eastern Power Networks (EPN);Rye House;;DNO-UKPN;RYEH1B;HARW11;Harlow West Grid 132kV;RYEH_HARW_2;132;0.17;0.8;0.2;659;817;3.795
